zipcode,total_pop_2019,college_pop_2019,college_percent_2019,    Population 18 to 24 years,        Bachelor's degree or higher,    Population 25 years and over,        Bachelor's degree or higher,    Population 25 to 34 years,        Bachelor's degree or higher,    Population 35 to 44 years,        Bachelor's degree or higher,    Population 45 to 64 years,        Bachelor's degree or higher,    Population 65 years and over,        Bachelor's degree or higher
61546,5518.00,745.00,0.14,182.00,7.00,2668.00,369.00,408.00,81.00,349.00,50.00,1162.00,178.00,749.00,60.00
61547,5762.00,1635.00,0.28,270.00,31.00,2746.00,802.00,300.00,164.00,610.00,243.00,1250.00,288.00,586.00,107.00
61548,16978.00,7457.00,0.44,830.00,57.00,8074.00,3700.00,833.00,486.00,1805.00,1079.00,3551.00,1500.00,1885.00,635.00
61550,26220.00,10597.00,0.40,972.00,103.00,12624.00,5247.00,1929.00,1077.00,2206.00,1127.00,4728.00,1990.00,3761.00,1053.00
61552,270.00,64.00,0.24,0.00,0.00,135.00,32.00,23.00,12.00,13.00,13.00,64.00,7.00,35.00,0.00
61553,253.00,28.00,0.11,3.00,0.00,125.00,14.00,28.00,3.00,23.00,5.00,38.00,3.00,36.00,3.00
61554,61922.00,11067.00,0.18,2946.00,173.00,29488.00,5447.00,5529.00,1028.00,5402.00,1109.00,10792.00,1972.00,7765.00,1338.00
61559,4563.00,1131.00,0.25,187.00,27.00,2188.00,552.00,260.00,68.00,380.00,87.00,925.00,238.00,623.00,159.00
61560,1111.00,349.00,0.31,39.00,11.00,536.00,169.00,81.00,24.00,7.00,0.00,169.00,52.00,279.00,93.00
61561,3768.00,713.00,0.19,194.00,43.00,1787.00,335.00,292.00,81.00,243.00,98.00,665.00,104.00,587.00,52.00
61562,81.00,16.00,0.20,9.00,0.00,36.00,8.00,8.00,0.00,0.00,0.00,17.00,8.00,11.00,0.00
61563,779.00,72.00,0.09,31.00,2.00,374.00,35.00,69.00,7.00,69.00,17.00,131.00,5.00,105.00,6.00
61564,1454.00,26.00,0.02,122.00,0.00,666.00,13.00,90.00,3.00,127.00,0.00,312.00,3.00,137.00,7.00
61565,2258.00,356.00,0.16,62.00,8.00,1098.00,174.00,124.00,22.00,194.00,30.00,480.00,86.00,300.00,36.00
61567,791.00,62.00,0.08,57.00,0.00,367.00,31.00,15.00,2.00,90.00,0.00,133.00,18.00,129.00,11.00
61568,5749.00,1555.00,0.27,321.00,47.00,2714.00,754.00,379.00,170.00,480.00,167.00,1109.00,245.00,746.00,172.00
61569,1767.00,414.00,0.23,9.00,0.00,879.00,207.00,94.00,46.00,167.00,69.00,280.00,52.00,338.00,40.00
61570,2830.00,407.00,0.14,128.00,11.00,1351.00,198.00,280.00,11.00,190.00,53.00,570.00,105.00,311.00,29.00
61571,35060.00,12329.00,0.35,1462.00,199.00,16799.00,6065.00,2917.00,1013.00,3759.00,1920.00,5976.00,1983.00,4147.00,1149.00
